start,x1_initial,y1_initial,x2_initial,y2_initial,x1_final,y1_final,x2_final,y2_final,discrimination_initial,discrimination_final,objective_initial,objective_final,min_pair_distance_initial,min_pair_distance_final,sensor_distance_final,separation_penalty_active,iterations,evaluations,success,tau,effective_pairs,lambda_separation,delta_alpha_min_deg,wall_time_min,seconds_per_evaluation
A_baseline,1.0,-0.4,1.0,0.4,1.0,-0.18847329139071275,1.3396840172151883,0.12240710264454852,0.22890031337738037,0.2791789770126343,-0.22890031337738037,-0.2791789770126343,0.09047239273786545,0.12537585198879242,0.4604691639479973,False,16,19,True,0.032676688301808206,9.999999999722357,152.75708585977551,7.5,0.1270920686001773,0.4013433745268757
B_asymmetric,1.2,-0.8,2.8,0.8,1.2418199121470321,0.1352431731400355,2.5376213476282743,0.02273126500299312,0.1205080971121788,0.28372061252593994,-0.1205080971121788,-0.28372061252593994,0.032557412981987,0.1604330986738205,1.300676858281059,False,14,36,True,0.032676688301808206,9.999999999722357,152.75708585977551,7.5,0.20476642283319962,0.34127737138866604
