iteration,alpha_deg,loss,gradient,step_deg,damping,accepted
0,55.0,3.646591809560409,-1.0836999315710412,3.739880225459615,1e-12,True
1,58.739880225459615,0.732547604583054,-0.327647404892743,4.12107933610185,1e-12,True
2,62.860959561561465,0.0006341479613350964,-0.009188356254653154,0.13800981032673576,1e-12,True
3,62.9989693718882,3.3009887850932174e-08,-6.295131701579415e-05,0.0010487057556858304,1e-12,True
4,63.00001807764389,1.0218548229801172e-11,0.0,0.0,1e-12,False
