iteration,evaluation,x1,y1,x2,y2,D_tau,hard_min_distance,N_eff,separation,objective
0,0,1.0,-0.4,1.0,0.4,0.22890031337738037,0.09047239273786545,9.999999999722357,0.8,-0.22890031337738037
0,1,1.0302553384608473,-0.2237281661926659,1.047097862150622,0.37028562539685483,0.25185626745224,0.1061229258775711,6.527728870781543,0.5942525180449799,-0.25185626745224
1,2,1.0,-0.18570486859155308,1.1323257601798167,0.3667966136730172,0.261546790599823,0.11596508324146271,7.310287316270328,0.5681267417678151,-0.261546790599823
2,3,1.0,-0.1119016801139934,1.3875285103353368,0.341375886957007,0.26994678378105164,0.11434300988912582,7.78235287192796,0.5963546756189059,-0.26994678378105164
3,4,1.0,-0.12412324343626574,1.324129319824746,0.31731296946351606,0.27275416254997253,0.11710163205862045,7.1695422969351705,0.5476547690190909,-0.27275416254997253
4,5,1.0,-0.1294135138993444,1.3108791595166374,0.2878892859125649,0.2738088071346283,0.11753670126199722,6.754772085890329,0.5203724421533382,-0.2738088071346283
5,6,1.0,-0.1463273186091803,1.3091326649041666,0.22677432706718986,0.2759283185005188,0.11942847818136215,6.352064172547111,0.4845284744131839,-0.2759283185005188
5,7,1.0,-0.21398253744852386,1.3021466864542834,-0.017685508314310316,0.2746707797050476,0.12292468547821045,6.1578146959444995,0.36031256400828066,-0.2746707797050476
6,8,1.0,-0.17338309036380917,1.3402141133142975,0.08757226626891153,0.27850666642189026,0.12286992371082306,6.158304202725118,0.4287695663798261,-0.27850666642189026
7,9,1.0,0.07171216973047997,1.4960308855131106,1.0,0.18159425258636475,0.04404449462890625,12.607941387611943,1.052504125982133,-0.18159425258636475
7,10,1.0,-0.1627150704868317,1.3469961964208574,0.12728660915748521,0.27907055616378784,0.12361738830804825,6.262071672039395,0.45222487163696257,-0.27907055616378784
8,11,1.0,-0.16882577035710872,1.351134764503412,0.12082337015030867,0.2791324257850647,0.12415105104446411,6.312533782150533,0.45518375129122546,-0.2791324257850647
9,12,1.0,-0.17355916385941383,1.349799000533511,0.12089548758042931,0.2791503369808197,0.12449651956558228,6.354828914635524,0.4572339472620146,-0.2791503369808197
10,13,1.0,-0.18600768396362002,1.3425613081060044,0.12126632571980728,0.2791764438152313,0.1252668797969818,6.460510996993144,0.4601799287650732,-0.2791764438152313
11,14,1.0,-0.18923012651584828,1.3395925416025294,0.12222183834921117,0.2791786789894104,0.1254342645406723,6.489052831304089,0.46078782615252745,-0.2791786789894104
12,15,1.0,-0.18855462010401267,1.339719394656023,0.12241717611758572,0.27917879819869995,0.12538498640060425,6.482509156441967,0.46055697275227747,-0.27917879819869995
13,16,1.0,-0.18847139764088058,1.3396840805468275,0.1224013164950791,0.2791788578033447,0.12537498772144318,6.481286728794,0.46046402570798267,-0.2791788578033447
14,17,1.0,-0.18847279179029916,1.3396850487988314,0.12240728878839036,0.2791789174079895,0.1253756731748581,6.481348330809726,0.46046971331247943,-0.2791789174079895
15,18,1.0,-0.18847329139071275,1.3396840172151883,0.12240710264454852,0.2791789770126343,0.12537585198879242,6.481368222337365,0.4604691639479973,-0.2791789770126343
