iteration,evaluation,x1,y1,x2,y2,D_tau,hard_min_distance,N_eff,separation,objective
0,0,1.2,-0.8,2.8,0.8,0.1205080971121788,0.032557412981987,64.42858974703304,2.262741699796952,-0.1205080971121788
0,1,1.225157605903587,-0.6759248143614969,2.796835854009987,0.6985100027966837,0.14959363639354706,0.04906304553151131,45.848156902118966,2.087880164709518,-0.14959363639354706
1,2,1.2551907156840343,-0.5077603810321307,2.795994420201896,0.6039691781787042,0.18901027739048004,0.07925189286470413,26.7296584016642,1.9000049128039336,-0.18901027739048004
1,3,1.3753231548058238,0.16489735228533386,2.7926286849695314,0.22580587970678612,0.2488669604063034,0.10707395523786545,14.557097744281265,1.4186136946136105,-0.2488669604063034
2,4,1.1034437854602992,0.14538621609424607,2.6646964412425453,0.031059716181370198,0.26928091049194336,0.12261354923248291,9.939636123162757,1.5654329764539412,-0.26928091049194336
3,5,1.2006735491818314,0.09454692334140782,2.6174487212206143,0.0468508242813001,0.28108644485473633,0.14290550351142883,14.009032565849965,1.417577795385874,-0.28108644485473633
4,6,1.2192792492871434,0.17053693827713226,2.5450300601208653,-0.04272654378833024,0.2823924422264099,0.1537773609161377,15.779333441539578,1.3427942974294154,-0.2823924422264099
5,7,1.2389263367381234,0.1678356868740394,2.54899584757113,0.010003740926741531,0.28354841470718384,0.16093014180660248,16.469982921122465,1.3195427413978464,-0.28354841470718384
6,8,1.2328198580555254,0.13611610639144642,2.5457008715477425,0.04347718435608625,0.2835700809955597,0.1582375019788742,16.01139767931726,1.3161453283981313,-0.2835700809955597
6,9,1.2357399562907927,0.15128430656130837,2.547276518360129,0.027470292632235008,0.2836786210536957,0.15973889827728271,16.239998931498985,1.317367854355754,-0.2836786210536957
7,10,1.2335871553690712,0.14513829397653755,2.5418814112646073,0.02373061006310375,0.2837084233760834,0.15906481444835663,16.111395295975367,1.3139154028028133,-0.2837084233760834
8,11,1.2350469847345,0.1433460392825003,2.5403272946959126,0.023899056820295122,0.2837126851081848,0.15934573113918304,16.121622930866174,1.3107342481190791,-0.2837126851081848
9,12,1.2403499761562655,0.13585595409719728,2.5388351754967977,0.02256802639843273,0.28371983766555786,0.16009566187858582,16.1535506208687,1.3034178023445522,-0.28371983766555786
10,13,1.2417666687716438,0.13547087690428555,2.537536361681185,0.02283386626907188,0.2837204933166504,0.16044023633003235,16.17636314585857,1.3006560626190629,-0.2837204933166504
11,14,1.2418209223298953,0.1351185302264878,2.5377011915101084,0.022658698231426095,0.2837204933166504,0.16042111814022064,16.17444914612194,1.300750893085582,-0.2837204933166504
11,15,1.2417839593290052,0.1353585843535308,2.537588892790733,0.022778040382246748,0.28372055292129517,0.16043412685394287,16.175754619419024,1.3006862821082656,-0.28372055292129517
12,16,1.2418915288986458,0.13501327805967486,2.53768599655487,0.02263809009971333,0.28372055292129517,0.1604301780462265,16.174863699864368,1.3006580969945614,-0.28372055292129517
12,17,1.2418199120689277,0.13524317339280958,2.5376213475675735,0.02273126510809804,0.28372061252593994,0.1604330986738205,16.175474982853515,1.3006768583111712,-0.28372061252593994
13,18,1.2418912528597297,0.13501228911834165,2.537676791703224,0.022635262090476033,0.28372058272361755,0.16043029725551605,16.174825250241117,1.3006493604655895,-0.28372058272361755
13,19,1.2418265455215733,0.13522170517127624,2.537626502907796,0.022722338497331986,0.2837204337120056,0.1604323834180832,16.17539560692419,1.3006743009163264,-0.2837204337120056
13,20,1.2418199252285433,0.1352431308035944,2.537621357794871,0.022731247399255878,0.2837204933166504,0.16043296456336975,16.175460560331036,1.3006768532376283,-0.2837204933166504
13,21,1.241819912069006,0.13524317339255576,2.5376213475676344,0.022731265107992494,0.28372061252593994,0.1604330986738205,16.175474982853515,1.3006768583111408,-0.28372061252593994
13,22,1.2418199120690845,0.1352431733923019,2.5376213475676956,0.02273126510788695,0.28372061252593994,0.1604330986738205,16.175474982853515,1.300676858311111,-0.28372061252593994
